
Restaurant,READ,2024-05-21T23:41:19.042647
Address,READ,2024-05-21T23:41:19.044119
Product,READ,2024-05-21T23:41:19.045798
Driver,READ,2024-05-21T23:41:19.049375
Product,READ,2024-05-21T23:41:19.056244
Product,READ,2024-05-21T23:41:19.058530
Customer,READ,2024-05-21T23:41:19.061240
Address,READ,2024-05-21T23:41:19.063161
Restaurant,READ,2024-05-21T23:41:19.064218
Address,READ,2024-05-21T23:41:19.065212
Product,READ,2024-05-21T23:41:19.066225
Driver,READ,2024-05-21T23:41:19.069762
Product,READ,2024-05-21T23:41:19.072640
Product,READ,2024-05-21T23:41:19.075966
Customer,READ,2024-05-21T23:41:19.078305
Address,READ,2024-05-21T23:41:19.079992
Restaurant,READ,2024-05-21T23:41:19.083163
Address,READ,2024-05-21T23:41:19.085027
Product,READ,2024-05-21T23:41:19.086366
Driver,READ,2024-05-21T23:41:19.090217
Product,READ,2024-05-21T23:41:19.093140
Product,READ,2024-05-21T23:41:19.095845
Restaurant,CREATE,2024-05-21T23:41:32.878258
Address,CREATE,2024-05-21T23:41:32.878591
Table, Action, Timestamp
Address,READ,2024-05-22T14:26:45.614781
Restaurant,READ,2024-05-22T14:26:45.624793
Address,READ,2024-05-22T14:26:45.626902
Product,READ,2024-05-22T14:26:45.633711
Address,READ,2024-05-22T14:26:45.649809
Product,READ,2024-05-22T14:26:45.652592
Address,READ,2024-05-22T14:26:45.665045
Product,READ,2024-05-22T14:26:45.667499
Address,READ,2024-05-22T14:26:45.671920
Product,READ,2024-05-22T14:26:45.673903
Driver,READ,2024-05-22T14:26:45.676738
Customer,READ,2024-05-22T14:26:45.681648
Address,READ,2024-05-22T14:26:45.683118
Address,READ,2024-05-22T14:26:45.686050
Address,READ,2024-05-22T14:26:45.687229
Order,READ,2024-05-22T14:26:45.689473
Customer,READ,2024-05-22T14:26:45.691289
Address,READ,2024-05-22T14:26:45.693184
Restaurant,READ,2024-05-22T14:26:45.694789
Address,READ,2024-05-22T14:26:45.696269
Product,READ,2024-05-22T14:26:45.699201
Driver,READ,2024-05-22T14:26:45.705155
Product,READ,2024-05-22T14:26:45.707912
Product,READ,2024-05-22T14:26:45.709334
Customer,READ,2024-05-22T14:26:45.712414
Address,READ,2024-05-22T14:26:45.713893
Restaurant,READ,2024-05-22T14:26:45.715232
Address,READ,2024-05-22T14:26:45.716626
Product,READ,2024-05-22T14:26:45.718870
Driver,READ,2024-05-22T14:26:45.726396
Product,READ,2024-05-22T14:26:45.732959
Product,READ,2024-05-22T14:26:45.735010
Customer,READ,2024-05-22T14:26:45.739875
Address,READ,2024-05-22T14:26:45.741988
Restaurant,READ,2024-05-22T14:26:45.744025
Address,READ,2024-05-22T14:26:45.746081
Product,READ,2024-05-22T14:26:45.747202
Driver,READ,2024-05-22T14:26:45.750041
Product,READ,2024-05-22T14:26:45.752038
Product,READ,2024-05-22T14:26:45.755031
Table, Action, Timestamp
Address,READ,2024-05-22T15:46:17.981670
Restaurant,READ,2024-05-22T15:46:17.992099
Address,READ,2024-05-22T15:46:17.994073
Product,READ,2024-05-22T15:46:17.999845
Address,READ,2024-05-22T15:46:18.015286
Product,READ,2024-05-22T15:46:18.018317
Address,READ,2024-05-22T15:46:18.032899
Product,READ,2024-05-22T15:46:18.035088
Address,READ,2024-05-22T15:46:18.039737
Product,READ,2024-05-22T15:46:18.041577
Driver,READ,2024-05-22T15:46:18.044371
Customer,READ,2024-05-22T15:46:18.048554
Address,READ,2024-05-22T15:46:18.049545
Address,READ,2024-05-22T15:46:18.051944
Address,READ,2024-05-22T15:46:18.053419
Order,READ,2024-05-22T15:46:18.055506
Customer,READ,2024-05-22T15:46:18.057425
Address,READ,2024-05-22T15:46:18.058728
Restaurant,READ,2024-05-22T15:46:18.059985
Address,READ,2024-05-22T15:46:18.061111
Product,READ,2024-05-22T15:46:18.062435
Driver,READ,2024-05-22T15:46:18.067395
Product,READ,2024-05-22T15:46:18.070430
Product,READ,2024-05-22T15:46:18.071814
Customer,READ,2024-05-22T15:46:18.074488
Address,READ,2024-05-22T15:46:18.075716
Restaurant,READ,2024-05-22T15:46:18.076774
Address,READ,2024-05-22T15:46:18.078003
Product,READ,2024-05-22T15:46:18.079345
Driver,READ,2024-05-22T15:46:18.083063
Product,READ,2024-05-22T15:46:18.087704
Product,READ,2024-05-22T15:46:18.090080
Customer,READ,2024-05-22T15:46:18.094457
Address,READ,2024-05-22T15:46:18.096276
Restaurant,READ,2024-05-22T15:46:18.097454
Address,READ,2024-05-22T15:46:18.098985
Product,READ,2024-05-22T15:46:18.100818
Driver,READ,2024-05-22T15:46:18.103461
Product,READ,2024-05-22T15:46:18.108779
Product,READ,2024-05-22T15:46:18.111114
Table, Action, Timestamp
Address,READ,2024-05-22T15:51:13.975188
Restaurant,READ,2024-05-22T15:51:13.984201
Address,READ,2024-05-22T15:51:13.986346
Product,READ,2024-05-22T15:51:13.992415
Address,READ,2024-05-22T15:51:14.004938
Product,READ,2024-05-22T15:51:14.007770
Address,READ,2024-05-22T15:51:14.015468
Product,READ,2024-05-22T15:51:14.024865
Address,READ,2024-05-22T15:51:14.030379
Product,READ,2024-05-22T15:51:14.032300
Driver,READ,2024-05-22T15:51:14.034461
Customer,READ,2024-05-22T15:51:14.037504
Address,READ,2024-05-22T15:51:14.038794
Address,READ,2024-05-22T15:51:14.041289
Address,READ,2024-05-22T15:51:14.042392
Order,READ,2024-05-22T15:51:14.044444
Customer,READ,2024-05-22T15:51:14.045721
Address,READ,2024-05-22T15:51:14.047187
Restaurant,READ,2024-05-22T15:51:14.048571
Address,READ,2024-05-22T15:51:14.049893
Product,READ,2024-05-22T15:51:14.051892
Driver,READ,2024-05-22T15:51:14.056411
Product,READ,2024-05-22T15:51:14.059240
Product,READ,2024-05-22T15:51:14.061022
Customer,READ,2024-05-22T15:51:14.063477
Address,READ,2024-05-22T15:51:14.064733
Restaurant,READ,2024-05-22T15:51:14.065887
Address,READ,2024-05-22T15:51:14.067008
Product,READ,2024-05-22T15:51:14.068184
Driver,READ,2024-05-22T15:51:14.074207
Product,READ,2024-05-22T15:51:14.081420
Product,READ,2024-05-22T15:51:14.083511
Customer,READ,2024-05-22T15:51:14.087360
Address,READ,2024-05-22T15:51:14.088967
Restaurant,READ,2024-05-22T15:51:14.090444
Address,READ,2024-05-22T15:51:14.092717
Product,READ,2024-05-22T15:51:14.094058
Driver,READ,2024-05-22T15:51:14.096864
Product,READ,2024-05-22T15:51:14.099508
Product,READ,2024-05-22T15:51:14.101014
Restaurant,CREATE,2024-05-22T15:51:31.727950
Address,CREATE,2024-05-22T15:51:31.728449
Table, Action, Timestamp
Address,READ,2024-05-22T15:57:30.908536
Restaurant,READ,2024-05-22T15:57:30.919038
Address,READ,2024-05-22T15:57:30.921506
Product,READ,2024-05-22T15:57:30.927046
Address,READ,2024-05-22T15:57:30.941458
Product,READ,2024-05-22T15:57:30.943790
Address,READ,2024-05-22T15:57:30.950197
Product,READ,2024-05-22T15:57:30.958134
Address,READ,2024-05-22T15:57:30.963157
Product,READ,2024-05-22T15:57:30.965145
Address,READ,2024-05-22T15:57:30.967086
Product,READ,2024-05-22T15:57:30.969783
Driver,READ,2024-05-22T15:57:30.971927
Customer,READ,2024-05-22T15:57:30.976445
Address,READ,2024-05-22T15:57:30.977994
Address,READ,2024-05-22T15:57:30.979822
Address,READ,2024-05-22T15:57:30.980942
Order,READ,2024-05-22T15:57:30.982722
Customer,READ,2024-05-22T15:57:30.984610
Address,READ,2024-05-22T15:57:30.985990
Restaurant,READ,2024-05-22T15:57:30.987522
Address,READ,2024-05-22T15:57:30.988709
Product,READ,2024-05-22T15:57:30.990893
Driver,READ,2024-05-22T15:57:30.994113
Product,READ,2024-05-22T15:57:30.997264
Product,READ,2024-05-22T15:57:30.999153
Customer,READ,2024-05-22T15:57:31.001958
Address,READ,2024-05-22T15:57:31.002998
Restaurant,READ,2024-05-22T15:57:31.004304
Address,READ,2024-05-22T15:57:31.005675
Product,READ,2024-05-22T15:57:31.007486
Driver,READ,2024-05-22T15:57:31.015476
Product,READ,2024-05-22T15:57:31.022861
Product,READ,2024-05-22T15:57:31.024710
Customer,READ,2024-05-22T15:57:31.026397
Address,READ,2024-05-22T15:57:31.028329
Restaurant,READ,2024-05-22T15:57:31.029594
Address,READ,2024-05-22T15:57:31.031201
Product,READ,2024-05-22T15:57:31.032789
Driver,READ,2024-05-22T15:57:31.037306
Product,READ,2024-05-22T15:57:31.041859
Product,READ,2024-05-22T15:57:31.044090
Customer,CREATE,2024-05-22T15:57:43.555546
Address,CREATE,2024-05-22T15:57:43.558448
Table, Action, Timestamp
Address,READ,2024-05-22T15:59:05.922106
Restaurant,READ,2024-05-22T15:59:05.931564
Address,READ,2024-05-22T15:59:05.933945
Product,READ,2024-05-22T15:59:05.939526
Address,READ,2024-05-22T15:59:05.953237
Product,READ,2024-05-22T15:59:05.955983
Address,READ,2024-05-22T15:59:05.961579
Product,READ,2024-05-22T15:59:05.968951
Address,READ,2024-05-22T15:59:05.973834
Product,READ,2024-05-22T15:59:05.975589
Address,READ,2024-05-22T15:59:05.978908
Product,READ,2024-05-22T15:59:05.981318
Driver,READ,2024-05-22T15:59:05.983617
Customer,READ,2024-05-22T15:59:05.989402
Address,READ,2024-05-22T15:59:05.991173
Address,READ,2024-05-22T15:59:05.993591
Address,READ,2024-05-22T15:59:05.994769
Address,READ,2024-05-22T15:59:05.997006
Order,READ,2024-05-22T15:59:05.998864
Customer,READ,2024-05-22T15:59:06.000858
Address,READ,2024-05-22T15:59:06.002571
Restaurant,READ,2024-05-22T15:59:06.004189
Address,READ,2024-05-22T15:59:06.007170
Product,READ,2024-05-22T15:59:06.008915
Driver,READ,2024-05-22T15:59:06.012244
Product,READ,2024-05-22T15:59:06.014747
Product,READ,2024-05-22T15:59:06.016924
Customer,READ,2024-05-22T15:59:06.019349
Address,READ,2024-05-22T15:59:06.020843
Restaurant,READ,2024-05-22T15:59:06.022409
Address,READ,2024-05-22T15:59:06.024511
Product,READ,2024-05-22T15:59:06.028897
Driver,READ,2024-05-22T15:59:06.034424
Product,READ,2024-05-22T15:59:06.038877
Product,READ,2024-05-22T15:59:06.040701
Customer,READ,2024-05-22T15:59:06.043025
Address,READ,2024-05-22T15:59:06.044942
Restaurant,READ,2024-05-22T15:59:06.045938
Address,READ,2024-05-22T15:59:06.047227
Product,READ,2024-05-22T15:59:06.049958
Driver,READ,2024-05-22T15:59:06.055015
Product,READ,2024-05-22T15:59:06.059655
Product,READ,2024-05-22T15:59:06.063140
